	TCGA-44-6777-11A-01R-1858-07	TCGA-91-6835-11A-01R-1858-07	TCGA-44-2668-11A-01R-1758-07	TCGA-50-5933-11A-01R-1755-07	TCGA-49-6745-11A-01R-1858-07	TCGA-49-6742-11A-01R-1858-07	TCGA-44-2655-11A-01R-1758-07	TCGA-50-5932-11A-01R-1755-07	TCGA-44-2661-11A-01R-1758-07	TCGA-44-3396-11A-01R-1758-07	TCGA-91-6836-11A-01R-1858-07	TCGA-49-6743-11A-01R-1858-07	TCGA-44-2665-11A-01R-1758-07	TCGA-44-6776-11A-01R-1858-07	TCGA-49-6744-11A-01R-1858-07	TCGA-44-2657-11A-01R-1758-07	TCGA-50-5930-11A-01R-1755-07	TCGA-44-6778-11A-01R-1858-07	TCGA-44-6777-01A-11R-1858-07	TCGA-91-6835-01A-11R-1858-07	TCGA-44-2668-01A-01R-0946-07	TCGA-50-5933-01A-11R-1755-07	TCGA-49-6745-01A-11R-1858-07	TCGA-49-6742-01A-11R-1858-07	TCGA-44-2655-01A-01R-0946-07	TCGA-50-5932-01A-11R-1755-07	TCGA-44-2661-01A-01R-1107-07	TCGA-44-3396-01A-01R-1206-07	TCGA-91-6836-01A-21R-1858-07	TCGA-49-6743-01A-11R-1858-07	TCGA-44-2665-01A-01R-0946-07	TCGA-44-6776-01A-11R-1858-07	TCGA-49-6744-01A-11R-1858-07	TCGA-44-2657-01A-01R-1107-07	TCGA-50-5930-01A-11R-1755-07	TCGA-44-6778-01A-11R-1858-07
TMIE|259236	29.826	30.0625	6.5284	32.391	28.7823	10.8515	72.7273	28.4091	19.9273	29.3175	27.346	22.409	9.0592	29.078	23.4719	24.4735	18.9825	46.5802	6.8385	7.6749	17.4684	35.2081	4.4226	35.7942	31.076	1.6625	8.1652	9.6218	6.1756	28.2149	1.8975	3.592	7.1283	6.7114	59.7623	10.7868
TMOD1|7111	458.1027	598.1001	295.8909	503.0715	663.1365	246.9209	550.9646	611.1607	524.8664	479.8157	367.8512	623.8095	331.0139	646.4468	726.0244	343.0507	543.7813	502.5531	224.7817	169.3409	132.7847	59.6446	220.4619	424.7204	257.4725	46.916	250.4083	62.3518	131.416	222.599	294.7296	99.1523	203.1925	181.0403	73.0429	171.7766
TMPRSS4|56649	123.4466	286.8466	98.3103	50.5754	118.0812	161.5674	67.1803	28.4091	26.5698	102.4633	28.1274	2.8011	16.7247	148.9362	39.1198	240.1821	5.3151	11.2028	2338.243	265.4628	10407.0966	150.5275	4084.5209	2712.9008	2685.4849	4615.5445	5568.684	2144.9989	11.91	546.3918	2182.1632	3010.0575	2008.1466	4872.4832	583.0149	74.2386
TMSB15A|11013	19.884	8.1419	4.9923	14.2066	231.7343	12.6601	29.2758	178.5714	18.9784	27.8369	16.4076	17.507	13.9373	39.0071	29.3399	41.5481	25.0569	114.3868	1.0521	4.0632	2.7294	2.0411	3.9312	3.7286	7.51	2.4938	8.1652	3.1327	5.2933	4.8833	16.6034	1.4368	3.055	12.0805	13.2805	417.5127
TMTC1|83857	760.5634	587.4718	298.7711	926.2679	507.0111	314.6948	734.3606	1032.4675	459.2771	1115.5474	524.2628	535.7143	688.1533	1234.7518	1669.1117	462.1514	775.2468	1597.2877	295.6339	240.1806	95.5305	207.6769	190.172	267.7107	528.0331	78.5536	96.0615	143.6563	11.91	149.2132	821.6319	2112.069	238.7984	257.047	640.1211	551.3959
TNFRSF13C|115650	10.7705	6.8893	4.6083	3.9778	0.0	0.0	0.3082	0.0	0.9489	11.5493	0.7813	0.7003	2.0906	0.7092	0.0	166.7615	0.0	2.3585	17.8853	76.298	8.4613	0.5103	0.9828	9.6943	16.3149	1.2469	28.8184	25.9566	7.0578	10.8519	1.4231	1.4368	12.7291	104.0268	45.1538	38.7056
TNFRSF17|608	89.478	27.5573	11.5207	7.3874	2.952	43.4062	7.0878	9.7403	13.2849	25.4678	14.0637	11.9048	3.8328	0.0	9.128	147.4104	26.5756	15.3302	164.1241	17.1558	26.7485	13.7771	11.3022	4.4743	67.5903	40.3159	310.2786	299.3958	23.3789	67.8242	7.5901	18.6782	134.4196	508.0537	204.52	122.4619
TNFRSF18|8784	53.024	18.7891	17.2811	13.6383	19.1882	13.8659	16.3328	9.7403	33.2122	33.7596	8.5945	7.0028	28.5714	9.2199	6.52	54.6386	11.3895	20.6368	177.8012	146.7269	195.9741	209.718	47.1744	551.827	38.0681	44.4722	239.1931	113.8957	1210.4102	27.1297	213.9469	179.5977	126.2729	131.5436	54.4501	53.934
TNFRSF19|55504	951.947	2642.9966	556.8356	1543.9693	1582.2878	2573.0219	1228.3513	1087.6623	755.8145	1101.9251	618.0207	1077.0308	496.1672	924.1135	909.5355	567.4445	520.1215	711.0849	918.464	288.4876	329.7168	240.3337	380.8354	263.9821	367.4738	73.1505	1193.0836	250.1678	74.989	155.1818	1623.814	518.6782	528.5132	838.255	229.753	485.4061
TNFRSF21|27242	1225.3521	1465.5479	1908.2181	2315.6698	602.214	1371.5147	750.077	796.2662	928.9923	1608.6152	889.1372	824.2297	1267.2474	652.4823	1043.8468	1095.0484	892.1792	926.2972	4594.95	4018.0587	5976.6633	3597.3517	5123.8329	13656.9724	4073.5465	5392.3525	2181.0759	3299.1721	2877.371	5036.8964	3476.2808	2609.9138	3622.7088	2523.4899	3426.3745	1375.6345
TNFRSF25|8718	17.3985	48.2253	19.9693	28.9814	14.0221	17.483	41.9106	37.3377	43.1758	42.3476	31.2526	11.9048	37.9791	27.6596	13.6919	80.2504	14.4267	104.3632	48.9216	149.8871	160.2184	90.8268	17.199	155.8538	95.2998	20.3658	176.2728	142.7612	63.079	270.2116	321.1575	30.8908	173.1161	168.4564	152.726	166.2437
TNFRSF4|7293	80.3645	25.6784	40.7066	53.4167	80.4428	25.9231	167.0262	31.6558	130.4765	66.0385	23.4395	67.2269	187.108	14.1844	20.2119	199.7723	25.0569	65.4481	124.1452	144.0181	129.6486	230.1285	40.7862	49.217	64.7417	18.7032	140.7301	159.3198	519.1884	67.2816	118.5958	40.2299	137.4745	183.2215	122.1808	97.0812
TNFRSF9|3604	18.227	6.8893	33.4101	110.8112	3.69	7.2344	4.9307	4.0584	19.9273	26.3562	8.5945	6.3025	12.1951	7.8014	3.26	67.7291	6.8337	67.8066	131.5097	115.1242	359.1948	69.3957	168.059	15.66	28.4863	3.325	106.6282	109.4205	27.3489	32.5556	200.6641	3.592	43.279	73.8255	25.233	83.1218
TNFSF11|8600	4.1425	6.263	5.7604	0.0	1.476	3.0143	2.1572	0.8117	1.4234	2.3691	4.6879	0.7003	2.0906	0.0	1.304	26.181	1.5186	2.3585	15.7812	27.5395	11.4637	20.4105	9.828	101.4169	12.1714	1.2469	11.0471	28.1942	4.8522	4.8833	183.5863	10.7759	29.5316	40.9396	219.1286	9.5178
TNFSF4|7292	33.9685	42.5886	29.5699	46.0293	36.1624	28.3346	39.1371	29.2208	71.169	57.1544	25.7834	42.7171	48.7805	43.2624	42.3798	47.2396	30.3721	49.5283	236.1915	117.3815	138.9287	325.0373	137.5921	13.4228	35.4784	19.9501	305.9558	225.3301	36.1712	174.7151	770.3985	28.0172	169.0428	89.9329	119.5247	72.9695
TNNC1|7134	1030.6545	854.9029	656.682	1029.1235	3338.7454	1344.9887	1418.1818	1490.2597	1614.1123	907.0671	1575.9136	1602.9412	1368.9895	1804.2553	771.9641	1299.3739	1410.0228	1089.033	35.2446	33.4086	5.1859	50.516	29.484	207.308	268.0306	95.1787	487.512	38.0398	1.3233	94.4113	3.7951	168.1034	174.6436	238.255	124.8369	237.3096
TNNI2|7136	75.3935	127.7657	76.8049	46.0293	109.2251	156.1417	66.8721	65.7468	73.5413	66.6308	120.3226	105.7423	130.662	34.7518	82.8036	95.0484	129.8405	79.0094	27.8801	16.2528	5.4589	39.2902	4.914	10.44	16.5739	5.4032	35.0624	16.3348	3.97	4.8833	9.0133	1.4368	36.1507	73.8255	7.9683	23.4772
TNNT1|7138	43.082	52.6094	4.6083	12.5018	73.8007	69.3293	23.1125	64.9351	6.6424	128.5234	43.7537	20.3081	10.1045	5.6738	1.304	36.9949	107.8208	76.0613	612.8353	305.6433	171.1361	812.8484	845.7002	260.2535	2.0717	13.7157	17.7714	1213.9181	1557.124	753.6625	54.5541	0.0	260.6925	187.2483	815.424	93.2741
TNNT2|7139	93.6205	16.9102	53.3794	84.1029	148.3395	32.5546	45.6086	107.1429	44.5992	43.5321	25.0021	35.014	40.7666	60.2837	28.0359	12.5213	74.4115	114.9764	5.7864	2.2573	75.6056	7.6539	3.4398	3.7286	16.8328	10.8063	19.6926	6.9367	5.7345	5.9685	1.8975	10.7759	4.5825	1.3423	3.9842	26.0152
TNNT3|7140	16.57	175.3647	4.6083	53.4167	73.0627	10.8515	12.943	7.3052	1.8978	12.4377	6.2505	1.4006	1.0453	8.5106	0.0	9.1064	9.1116	8.2547	1.0521	13.9955	0.8188	0.0	0.4914	0.0	0.259	0.0	1.4409	1.3426	0.0	0.5426	1.4231	2.1552	0.0	18.1208	1.3281	1.269
TNR|7143	8.285	1.2526	5.3763	77.852	0.0	1.2057	18.1818	30.0325	1.4234	15.103	65.6305	0.0	1.0453	29.078	11.7359	6.8298	6.0744	34.7877	1.5781	23.0248	0.0	1.5308	0.0	0.0	2.0717	0.4156	1.9212	0.0	0.4411	2.713	4.2694	2.1552	2.0367	1.3423	1.3281	9.5178
TNS1|7145	25065.4515	16644.6156	15586.0215	24025.0036	17661.9926	15981.9141	34371.0324	31794.6429	27696.118	27647.6298	18958.6235	21387.2549	21294.0767	27257.4468	33643.0318	15225.3842	26096.4313	21889.1509	10071.0153	6388.7133	2662.5725	3464.1732	2841.2776	2222.2222	5189.6931	4380.2993	4266.5706	1958.8275	2335.6859	3307.108	3819.26	9833.3333	8849.2872	7497.3154	5236.5095	9278.5533
TNS4|84951	50.5385	324.4247	12.6728	62.5089	44.2804	47.6262	54.5455	13.7987	13.7593	36.1287	31.2526	19.6078	16.0279	34.0426	25.4279	42.1172	0.7593	18.2783	370.3314	130.0226	1102.1494	386.7791	183.2924	171.5138	109.5429	44.0565	22.5744	29.9843	4.4111	5171.4596	470.1139	54.5977	1002.5458	77.1812	4016.0296	23.4772
TNXB|7148	8126.744	16643.0999	7991.1482	5074.0219	1777.4539	2827.3399	8245.2018	11070.5357	8258.1156	11812.4506	2705.6804	4235.091	4328.6969	2941.8156	5664.9584	2001.9237	7855.6264	4766.875	1164.0715	1549.9865	213.2023	86.6477	766.0786	803.1916	857.6589	384.8836	604.4909	191.8147	63.079	485.0298	109.5968	733.9152	1283.7882	1611.3557	531.2208	2252.3668
TOP2A|7153	238.6081	163.465	229.2627	67.055	118.0812	291.1831	152.8505	103.8961	238.6533	165.2443	65.6305	102.2409	127.8746	58.8652	99.7555	687.5356	48.5953	154.4811	1487.6381	4467.7201	4028.6592	3544.7947	3536.6093	3875.4661	387.6732	1061.0973	727.6657	2512.1951	12356.8593	7766.6848	768.5009	433.1897	875.2546	968.4564	1800.8387	6710.0254
TOX2|84969	430.8202	94.5717	284.1782	526.2111	335.0554	95.8553	500.1541	529.2208	353.947	567.3981	312.5262	266.8067	237.9791	522.695	505.9495	643.1417	589.9772	498.8208	117.3067	290.2935	389.7646	63.2726	116.9533	76.8084	56.9727	32.419	158.0211	114.567	186.1491	80.3039	178.3681	91.954	221.4868	277.8523	119.5247	281.7259
TOX|9760	434.9627	254.9051	492.3195	651.2289	440.5904	695.1017	221.2635	394.4805	348.2535	476.188	427.3796	490.8964	572.8223	424.1135	532.0293	711.44	362.9461	301.8868	130.4577	367.9458	90.6175	112.2578	199.0172	142.431	163.149	428.5121	423.6311	125.3077	110.719	84.102	111.4801	145.8333	236.2525	558.3893	96.9478	517.7665
TPBG|7162	275.0621	820.4563	316.4363	371.6437	222.8782	337.0008	209.245	195.6169	303.6543	249.9395	139.8555	220.5882	237.6307	178.7234	192.991	152.5327	214.123	224.0566	555.4971	1195.0339	1500.3753	939.9038	950.3686	797.1663	595.8824	776.3924	463.4966	1556.5003	1438.4649	2066.1964	2260.9108	270.1149	758.1466	515.4362	970.8061	133.2487
TPPP3|51673	3137.5311	20453.7875	2342.5499	3912.4876	10090.0369	7501.4318	4546.0709	3797.0779	1932.0004	3829.6414	3323.7166	2639.3557	2617.4216	3450.3546	1292.2575	2756.403	3239.18	2036.5566	264.5976	822.1219	108.9048	134.7093	250.1229	513.7957	905.6066	84.788	1033.6215	251.5104	72.7834	124.2539	422.6755	448.2759	198.0652	2040.9396	374.5107	406.7259
TPPP|11076	957.7465	1973.4792	1491.1674	1991.7602	816.9742	930.8214	1096.4561	2767.0455	1140.6014	2346.8843	852.4153	735.2941	1320.9059	954.6099	1041.2388	546.3859	2227.0311	1143.8679	681.2204	259.5937	64.4149	60.7213	88.9435	129.7539	482.196	312.552	231.5082	18.1249	155.2713	38.5241	93.9279	1410.2011	201.6293	648.9933	54.4501	621.8274
TPSAB1|7177	1868.2684	1330.8928	1832.9493	2323.0573	1542.4354	865.1093	3131.5871	2825.487	2905.592	1564.4908	821.944	3170.1681	2187.108	824.1135	2137.8973	3082.527	1341.6856	2381.4858	582.8511	613.544	278.1303	438.8259	563.145	363.1618	407.6136	73.5661	3527.8578	653.39	163.2113	304.9376	542.6945	502.8736	1370.6721	2285.2349	176.6309	1141.4975
TPSB2|64499	4907.208	1640.9126	3157.4501	3751.6693	4684.1328	2116.6541	3867.7966	3578.7338	4845.6582	3412.0885	1466.5294	7448.1793	4337.6307	1831.2057	6018.5819	5135.4582	3833.713	2086.0849	1816.4124	729.1196	485.841	562.8197	921.8673	797.912	391.5577	141.729	5157.0605	1597.0016	413.7627	753.6625	1362.4288	996.408	3680.7536	3155.0336	343.9655	1245.5584
TPX2|22974	135.8741	63.2566	171.659	35.8005	71.5867	165.7875	81.6641	103.8961	133.7977	104.5363	28.1274	58.8235	82.23	43.9716	58.0277	433.6938	40.243	68.9858	526.0389	1121.8962	6396.4517	1813.9837	1309.5823	2299.0306	192.9302	459.2685	241.5946	1043.4102	4385.5315	2825.8275	385.1992	159.4828	493.89	593.2886	1005.3354	1439.0863
TRAF1|7185	256.0066	299.3726	237.7112	292.0869	135.7934	125.3956	203.3898	120.1299	377.1956	282.2184	234.3947	159.6639	216.3763	166.6667	131.0513	1097.8941	80.486	417.4528	418.2009	1111.9639	2335.5851	435.254	801.4742	131.9911	373.9479	75.2286	947.1662	821.2128	131.8924	256.6468	457.3055	139.3678	379.8371	846.3087	241.7055	643.401
TRAIP|10293	15.7415	31.9414	23.0415	6.2509	37.6384	25.3203	27.735	25.974	21.3507	24.2832	28.9087	11.2045	22.2997	27.6596	14.3439	55.7769	22.0197	16.5094	33.6665	63.2054	109.4507	160.7327	76.1671	112.6025	51.7933	19.1189	65.8021	213.4706	276.577	123.1687	69.7343	12.931	51.4257	85.2349	83.6673	65.9898
TREM1|54210	1486.3297	562.4197	3079.4931	2842.4492	2300.369	2778.5983	1031.7411	1539.7727	1231.6977	1933.1812	1914.2233	2231.7927	2153.3101	1092.1986	887.3676	1263.5174	2981.0175	1774.7642	1937.4014	491.6479	1729.1027	2173.7189	641.769	240.865	770.426	660.4323	704.611	660.7742	318.0415	298.9691	4171.7268	716.954	1081.4664	193.9597	940.2609	408.6294
TRHDE|29953	195.3521	60.1376	61.4862	260.77	130.2804	192.6029	128.0031	215.4058	161.6342	110.6012	133.9644	162.1078	255.4983	72.9433	168.8476	104.3312	115.4366	123.7087	37.8012	23.6885	0.8188	6.6334	23.0958	26.8456	17.7936	10.3907	18.1508	1.5104	0.0	2.1704	4.2694	6.4655	17.3116	11.4094	3.9842	47.5127
TRIM10|10107	0.0	0.0	0.768	1.1365	0.738	1.8086	0.3082	0.0	2.3723	1.1845	0.0	0.7003	0.0	1.4184	2.608	1.7075	1.5186	6.4858	4.2083	0.4515	9.2801	5.6129	1.9656	49.9627	0.0	0.4156	1.4409	3.5802	0.8822	12.4797	9.4877	0.0	7.1283	4.0268	9.2964	0.0
TRIM15|89870	0.0	0.0	1.1521	0.0	0.0	0.0	0.3082	0.0	0.4745	0.0	0.0	0.0	0.0	0.0	0.652	0.5692	0.0	0.0	0.526	0.0	38.4852	9.1847	4.914	313.9448	0.259	0.0	0.0	10.7407	1.7644	95.4965	18.9753	0.7184	28.5132	4.698	35.8574	0.0
TRIM31|11074	0.0	13.7787	8.4485	2.2731	13.2841	6.6315	0.6163	2.4351	2.3723	7.1073	8.5945	3.5014	3.1359	9.2199	4.564	5.6915	1.5186	1.1792	5.7864	10.8352	85.9775	0.5103	109.0909	3886.6518	5.4383	24.1064	9.1258	15.4397	3.97	576.2344	32.7324	13.6494	33.6049	12.0805	1399.7669	6.9797
TRIM46|80128	10.7705	11.8997	19.9693	22.1622	14.7601	6.0286	12.3267	12.1753	11.8615	13.03	26.5647	3.5014	10.1045	25.5319	11.7359	22.7661	6.0744	47.7594	43.6612	169.7517	54.043	43.8826	15.2334	14.9142	18.3866	118.4539	36.5034	132.4681	33.0834	43.4075	246.6793	14.3678	49.8982	85.906	42.4977	158.6294
TRIM58|25893	233.4383	31.8788	56.2942	115.0504	133.941	85.9563	72.8444	78.7338	106.1462	200.7186	88.2887	111.4846	123.2718	39.0071	222.2461	35.8566	292.1033	107.0696	19.2688	19.3454	2.7294	14.2874	7.8624	42.3266	4.9204	1.2469	8.6455	6.4891	1.7644	527.0537	131.7362	1.4368	23.3299	8.7248	15.9366	62.8173
TRIM59|286827	88.3016	106.365	62.2926	29.2314	129.0627	90.3753	69.5686	52.3864	91.3003	71.8724	75.2719	64.7269	65.4495	60.3688	79.1915	178.2925	100.205	68.8856	219.3845	383.7968	492.0505	254.6568	381.9361	193.1394	177.4647	79.5968	308.1124	179.1788	529.131	517.0591	746.3093	51.2644	244.7556	202.094	259.0498	223.8261
TRIM71|131405	14.913	13.7787	11.1367	10.797	17.7122	28.3346	8.9368	21.9156	16.6061	14.8068	28.9087	4.902	12.1951	19.8582	15.6479	7.9681	23.5383	4.717	1.5781	7.2235	0.5459	0.0	2.457	3.7286	1.2948	0.0	0.4803	0.0	0.4411	1.0852	0.0	28.7356	0.5092	4.0268	0.0	5.0761
TRIP13|9319	33.9685	184.7592	50.6912	56.258	197.786	147.0987	47.4576	28.4091	30.8399	61.5965	29.69	25.2101	43.2056	77.305	26.0799	111.5538	20.5011	37.7358	256.181	193.6795	849.6759	604.151	436.855	308.7248	75.3593	87.2818	123.9193	732.1548	2055.139	1225.7189	131.4042	40.9483	249.4908	276.5101	484.739	567.2589
TROAP|10024	14.913	16.9102	26.4977	6.2509	12.5461	18.6888	11.094	8.9286	22.7741	10.6609	6.2505	8.4034	10.453	6.383	4.564	70.0057	10.6302	8.8443	39.979	162.0767	809.2801	228.0874	91.8919	322.8934	23.307	132.5852	60.999	197.1358	1158.8002	397.7211	101.0436	25.8621	75.3564	101.3423	163.3504	365.4822
TRPA1|8989	4.1425	6.9457	14.3203	1.1536	0.0	1.2057	0.0	3.2468	0.4745	7.4034	0.7813	1.4006	0.0	0.7092	1.956	2.2766	2.2779	2.3939	13.7033	11.7743	79.0693	69.906	1.4742	0.0	0.7769	0.0	1.9356	32.7859	2.2056	32.013	92.9791	0.0	4.109	7.4295	8.1011	12.6904
TRPC6|7225	865.7829	607.5134	191.2442	494.9567	638.3764	448.5305	745.7627	617.6948	962.2045	456.643	579.7362	955.1821	659.9303	506.383	549.6333	318.1559	335.6112	1034.1981	492.3724	410.8352	120.3685	123.4836	163.145	135.7196	277.3534	224.8545	892.4111	181.4724	71.4601	110.1465	166.5085	644.3966	282.5866	162.4161	167.3346	375.0
TRPM2|7226	103.5626	112.1081	252.3041	65.9185	47.9705	13.8659	63.4823	68.1818	218.2515	214.4031	218.7684	39.2157	124.7387	51.0638	95.8435	203.1873	50.1139	188.6792	863.2299	737.6975	308.4272	333.7118	109.5823	483.2215	82.3514	30.7564	291.5466	465.2047	34.4067	734.6717	175.9962	39.5115	221.4868	402.0134	509.972	717.0051
TRPM6|140803	13.256	15.6576	34.9462	46.0293	13.2841	24.7174	14.792	31.6558	14.7083	28.7253	19.5329	42.0168	20.9059	13.4752	24.1239	8.5373	12.9081	41.8632	6.8385	7.2235	10.6448	2.0411	5.4054	3.7286	6.7331	2.0781	12.0077	10.7407	0.8822	3.2556	14.2315	2.8736	6.6191	4.698	70.3868	40.6091
TRPM8|79054	0.0	0.0	2.3041	0.5683	1.476	1.8086	1.5408	0.0	2.8468	2.6652	1.5626	0.0	5.5749	3.5461	1.956	0.0	0.0	0.5896	3.1562	4.9661	23.2003	116.3399	18.1818	3.7286	6.4742	17.0407	6.7243	5.5941	6.6167	4.3407	1085.389	0.7184	338.0855	5.3691	0.0	2.5381
TRPV3|162514	2.4855	7.9039	4.9923	1.4945	0.0	0.6029	0.3082	2.9464	3.7957	3.7224	1.5626	2.402	0.6969	1.9149	1.956	1.7075	1.5186	1.1792	9.4687	14.8984	9.3756	10.7155	4.4226	1.4914	0.9815	1.6625	6.7243	22.0653	9.2633	16.56	2.277	2.1552	5.0916	4.0268	9.2964	16.7259
TRPV6|55503	15.7415	57.6198	9.2166	7.9557	16.9742	25.3203	58.2435	10.5519	50.7672	17.7682	7.0318	12.605	37.6307	30.4965	28.6879	25.6118	5.3151	10.6132	2.6302	9.4808	0.0	0.5103	2.457	2.9828	22.2711	0.8313	66.2824	0.2238	0.0	3.7982	21.3472	2.8736	46.8432	75.1678	5.3122	6.3452
TSHR|7253	5.7995	3.1315	0.384	2.2731	1.476	6.0286	6.4715	1.6234	1.4234	1.1845	1.5626	0.0	7.6655	1.4184	0.652	5.1224	0.7593	3.5377	20.5155	8.5779	4.0942	2.0411	2.457	0.0	1.5538	0.8313	18.732	39.8299	6.6167	4.8833	1.8975	0.7184	7.6375	26.8456	17.2647	20.3046
TSKU|25987	623.0323	621.9184	672.8111	805.228	491.5129	361.7182	615.4083	896.1039	508.6209	546.6686	306.2757	247.8992	264.4599	256.7376	331.8663	376.2094	309.0357	379.717	1221.4624	718.7359	1569.9761	1373.1168	1588.2064	3724.8322	2201.7351	975.8936	614.3132	1913.851	1417.7327	2994.5741	1586.3378	2357.7586	697.0468	802.6846	2211.2068	435.9137
TSLP|85480	48.053	19.4154	36.0983	64.7819	37.6384	16.8802	85.9784	38.961	47.446	37.6094	41.4097	67.9272	25.4355	48.227	46.9438	27.3193	31.1314	75.4717	18.9374	8.5779	1.3647	2.0411	10.8108	13.4228	24.6018	7.4813	27.8578	7.8317	3.5289	1.0852	33.2068	14.3678	9.6741	30.2013	1.3281	20.9391
TSNAXIP1|55815	24.0265	519.8311	4.2243	64.7819	163.8376	136.85	48.6903	11.3636	6.6424	59.5235	34.3779	12.605	21.9512	63.1206	16.2999	25.6118	4.5558	31.8396	4.7344	33.86	4.6401	0.0	2.457	2.9828	12.1714	0.8313	29.2988	8.7268	1.7644	2.1704	42.2201	3.592	3.055	18.1208	15.9366	8.8832
TSPAN10|83882	19.884	3.1315	31.106	4.5461	1.476	2.4115	20.6471	0.0	3.3212	15.9914	21.0955	8.4034	22.6481	19.8582	19.5599	51.2237	0.0	22.4057	20.5155	24.3792	66.0525	62.7623	21.6216	21.6257	24.3429	5.4032	10.0865	37.8161	3.0878	62.3983	35.5787	27.2989	43.7882	84.5638	10.6244	125.6345
TSPAN18|90139	1279.2046	631.3129	920.1229	1031.9648	666.4207	487.7167	2508.7827	1806.8182	1669.1497	2285.8801	1236.8226	995.098	1365.5052	1453.1915	1671.7196	838.93	794.2293	2531.25	823.777	342.2122	468.3726	527.6116	410.8108	511.5585	302.4731	144.2228	198.8473	427.1649	264.2258	370.5914	1472.9602	259.3391	490.835	282.5503	476.7707	918.7817
TSPAN19|144448	15.7415	121.5027	1.5361	48.3023	485.6089	92.841	29.8921	9.7403	0.4745	82.9183	19.5329	0.0	5.2265	66.6667	6.52	27.3193	0.0	10.6132	0.0	48.7585	0.8188	0.0	11.3022	0.7457	6.7331	0.0	95.5812	1.5663	0.8822	0.0	2.8463	0.0	0.0	27.5168	2.6561	3.1726
TSPAN32|10077	41.425	20.668	87.9416	36.9371	76.0148	60.8892	50.2311	41.3961	62.6287	91.5063	93.7579	49.7199	19.8606	34.0426	23.4719	60.8993	75.9301	66.6274	10.5208	47.8555	19.3791	6.6334	10.3194	5.9657	16.0559	2.9094	57.6369	61.7588	4.4111	4.3407	5.6926	4.3103	11.7108	98.6577	9.2964	32.3604
TSPAN7|7102	2488.8152	1281.4149	1498.0799	1945.7309	2537.2694	2020.1959	3954.0832	2415.5844	2010.2863	2818.6303	2395.5137	2789.916	2119.1638	2909.9291	3224.7759	1890.1537	2267.2741	3031.8396	336.6649	525.0564	76.6974	118.8912	284.0295	683.818	4845.2674	183.7074	426.0327	165.5851	40.1412	136.7336	72.5806	4211.2069	627.2912	1130.8725	223.1128	1073.6041
TTC16|158248	24.0265	362.0029	2.6882	85.8076	146.8635	126.6014	64.7149	18.6688	9.0147	95.9483	38.2845	4.902	15.331	63.1206	19.5599	33.58	3.7965	31.8396	2.6302	62.754	3.5483	4.5924	9.828	5.9657	13.9842	0.0	32.6609	11.8595	1.7644	5.9685	15.1803	4.3103	1.5275	38.255	10.6244	8.2487
TTC18|118491	54.1342	1019.9712	10.8986	205.103	254.2878	230.6315	106.1541	49.513	19.9273	147.5916	168.522	25.9104	27.8746	170.078	53.8289	61.7871	14.4267	113.1073	21.0416	112.8668	13.1914	18.5174	21.1302	23.393	49.7009	3.325	113.1604	33.2871	9.8059	6.5545	37.7372	24.3966	12.8462	62.4161	17.5303	32.9949
TTC23L|153657	3.314	40.7097	3.0722	10.797	15.4982	27.1289	12.3267	3.2468	4.7446	12.7339	12.501	6.3025	6.9686	15.6028	3.912	7.9681	2.2779	10.0236	1.0521	4.9661	1.0918	0.0	0.4914	3.7286	1.8128	2.0781	9.6061	1.3426	0.8822	8.6815	1.8975	5.0287	12.7291	14.094	11.9525	13.9594
TTC24|164118	1.657	0.6263	2.6882	0.5683	1.476	0.6029	1.2327	0.0	0.9489	0.8884	3.9066	0.0	0.0	1.4184	0.0	13.0905	0.0	2.9481	0.526	21.219	8.1883	1.5308	4.4226	0.0	4.1435	0.4156	8.6455	7.608	5.2933	3.2556	0.4744	0.0	3.055	20.1342	5.3122	7.6142
TTC25|83538	102.7341	1227.5529	13.4409	219.3493	388.1919	398.4928	167.9507	61.6883	35.11	178.2744	122.6666	37.1148	46.6899	195.0355	54.7677	82.527	10.6302	61.9104	12.6249	114.2212	12.5554	11.2258	26.5356	26.0999	37.5502	12.0532	41.3064	38.7111	30.4367	23.8741	28.9374	27.2989	46.334	38.255	54.4501	10.7868
TTC29|83894	26.512	515.447	0.768	126.1543	412.5461	259.8342	78.5824	23.539	5.6935	111.3474	50.0042	2.8011	11.8467	75.8865	26.7319	26.181	0.7593	24.1745	0.526	63.2054	0.0	0.0	11.3022	0.7457	3.8845	0.0	35.5427	0.6713	0.4411	0.0	1.8975	2.1552	0.0	10.7383	2.6561	1.269
TTK|7272	14.913	25.0521	24.1935	2.8413	21.4022	30.1432	12.3267	12.987	23.2485	14.2146	3.1253	9.1036	9.0592	9.2199	8.476	50.6545	9.8709	8.8443	95.213	186.0045	232.0027	313.3013	253.5627	442.2073	34.9605	77.3067	97.0221	255.7619	879.1354	467.7157	87.2865	12.2126	104.888	85.2349	201.8639	229.0609
TTLL10|254173	32.3115	499.1631	2.3041	111.3795	157.9336	199.5479	103.8521	33.2792	11.387	90.914	29.69	13.3053	25.4355	97.8723	14.9959	30.7342	3.0372	33.0189	0.526	41.535	1.3647	0.5103	8.3538	5.22	3.8845	1.6625	21.6138	2.9089	0.4411	0.5426	2.8463	2.8736	2.5458	15.4362	11.9525	20.3046
